name,rating_n,searchterm,populartimes,coordinates,address,rating,id,types
Malthouse,54,"Malthouse 685 E Coast Rd, Singapore 459054","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 19, 25, 28, 28, 25, 22, 16], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 31, 62, 89, 100, 89, 65, 37], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 23, 32, 38, 40, 34, 26, 16], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 20, 32, 47, 56, 59, 61, 52], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 20, 23, 43, 64, 67, 64, 67, 61], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 11, 23, 41, 55, 65, 70, 56], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 20, 31, 41, 49, 47, 38, 25, 13], 'name': 'Sunday'}]","{'lat': 1.3118109, 'lng': 103.9216588}","685 E Coast Rd, Singapore 459054",4.3,ChIJS2ZNi6Mi2jERgi7_L2-78SM,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
WANTON - Seng's Noodle Bar,104,"WANTON - Seng's Noodle Bar 52 Amoy St, Singapore 069878","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 52, 88, 16, 0, 0, 0, 15, 28, 32, 26, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 37, 69, 37, 0, 0, 0, 15, 33, 49, 43, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 73, 71, 22, 0, 0, 0, 18, 30, 35, 28, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 96, 60, 11, 0, 0, 0, 22, 39, 37, 18, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 100, 75, 20, 0, 0, 0, 22, 43, 56, 52, 35, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 60, 52, 24, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Sunday'}]","{'lat': 1.280143, 'lng': 103.84678}","52 Amoy St, Singapore 069878",4.2,ChIJeZtTZA0Z2jER5luPzeeRNAw,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Paradise restaurant,9,"Paradise restaurant 93 Pasir Panjang Rd, Singapore 118513","[{'data': [20, 25, 29, 33, 8, 4, 16, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25, 45, 25, 20, 37, 58], 'name': 'Monday'}, {'data': [66, 58, 37, 20, 16, 8, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 16, 37, 58], 'name': 'Tuesday'}, {'data': [62, 45, 29, 20, 16, 20, 41, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 12, 20, 29, 45, 58, 70], 'name': 'Wednesday'}, {'data': [70, 62, 45, 29, 8, 8, 12, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 8, 8, 20, 50, 83], 'name': 'Thursday'}, {'data': [100, 87, 54, 25, 4, 0, 20, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 25, 41, 54, 62], 'name': 'Friday'}, {'data': [54, 37, 20, 8, 29, 25, 20, 12, 0, 0, 0, 0, 0, 0, 8, 12, 0, 4, 0, 4, 4, 12, 25, 41], 'name': 'Saturday'}, {'data': [54, 58, 58, 45, 33, 37, 37, 33, 29, 25, 20, 16, 12, 8, 8, 4, 4, 0, 0, 4, 4, 20, 54, 25], 'name': 'Sunday'}]","{'lat': 1.274942, 'lng': 103.7952169}","93 Pasir Panjang Rd, Singapore 118513",4.1,ChIJV_3I1r4b2jERXm75U0No9uo,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Mak's Place - The Hawkerant,62,"Mak's Place - The Hawkerant 401 Changi Rd, Singapore 419847","[{'data': [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 27, 44, 57, 61, 52, 37], 'name': 'Tuesday'}, {'data': [21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 14, 20, 31, 54, 76, 79, 60], 'name': 'Wednesday'}, {'data': [34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15, 29, 46, 59, 64, 57, 43], 'name': 'Thursday'}, {'data': [27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 14, 27, 49, 76, 93, 85, 57], 'name': 'Friday'}, {'data': [28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 20, 34, 58, 85, 100, 91, 63], 'name': 'Saturday'}, {'data': [34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 33, 52, 69, 87, 94, 75, 41], 'name': 'Sunday'}]","{'lat': 1.318926, 'lng': 103.9110743}","401 Changi Rd, Singapore 419847",4.4,ChIJ2-SNVgYY2jERuEoiv2sfNRY,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Ban Heng Seafood Paradise Restaurant,3,"Ban Heng Seafood Paradise Restaurant 60 Pasir Ris Drive 3, Singapore 519497","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 21, 21, 20, 16, 18, 30, 45, 43, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 34, 25, 12, 5, 10, 25, 40, 41, 0, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 20, 18, 16, 10, 10, 23, 43, 49, 0, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 27, 21, 10, 9, 20, 49, 74, 67, 0, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 25, 20, 12, 9, 18, 47, 78, 87, 0, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 65, 45, 20, 12, 30, 69, 100, 89, 0, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3759754, 'lng': 103.9534441}","60 Pasir Ris Drive 3, Singapore 519497",4,ChIJqxOzDbE92jER1diEL-plY-M,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Collin's Grille Bento,14,"Collin's Grille Bento #01-10,, 26C Jln Membina, Singapore 166026","[{'data': [53, 27, 10, 0, 0, 0, 0, 0, 0, 0, 0, 21, 76, 51, 17, 14, 17, 19, 25, 42, 70, 97, 100, 74], 'name': 'Monday'}, {'data': [42, 19, 10, 0, 0, 0, 0, 0, 0, 0, 0, 12, 36, 57, 44, 23, 19, 29, 42, 55, 65, 72, 68, 59], 'name': 'Tuesday'}, {'data': [44, 31, 19, 0, 0, 0, 0, 0, 0, 0, 0, 23, 36, 42, 38, 31, 27, 36, 46, 61, 72, 76, 72, 63], 'name': 'Wednesday'}, {'data': [48, 36, 23, 0, 0, 0, 0, 0, 0, 0, 0, 21, 23, 23, 21, 19, 17, 27, 46, 57, 53, 61, 74, 70], 'name': 'Thursday'}, {'data': [51, 29, 12, 0, 0, 0, 0, 0, 0, 0, 0, 19, 40, 48, 40, 25, 23, 29, 42, 59, 72, 80, 78, 70], 'name': 'Friday'}, {'data': [55, 38, 25, 0, 0, 0, 0, 0, 0, 0, 0, 25, 34, 36, 34, 27, 25, 40, 65, 80, 76, 70, 70, 68], 'name': 'Saturday'}, {'data': [57, 40, 23, 0, 0, 0, 0, 0, 0, 0, 0, 31, 36, 38, 38, 36, 38, 46, 63, 78, 85, 87, 87, 76], 'name': 'Sunday'}]","{'lat': 1.282772, 'lng': 103.8259838}","#01-10,, 26C Jln Membina, Singapore 166026",3.4,ChIJrbYaWnwZ2jERCAFtMzfG6ok,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Springleaf Prata Place,299,"Springleaf Prata Place No.1,Thong Soon Ave, Singapore 787431","[{'data': [0, 0, 0, 0, 0, 0, 0, 5, 11, 19, 26, 33, 38, 38, 36, 31, 26, 26, 32, 43, 53, 56, 48, 33], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 11, 22, 30, 32, 32, 36, 38, 32, 23, 21, 29, 42, 53, 58, 53, 42, 27], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 4, 14, 26, 39, 50, 54, 50, 40, 30, 24, 27, 42, 61, 74, 71, 54, 31], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 11, 22, 34, 45, 53, 54, 49, 39, 29, 24, 26, 37, 53, 64, 63, 50, 31], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 10, 22, 36, 51, 60, 62, 56, 43, 31, 24, 28, 43, 66, 83, 85, 69, 44], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 18, 48, 80, 90, 75, 54, 44, 44, 47, 49, 47, 45, 53, 79, 100, 80, 37], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 16, 40, 72, 95, 98, 80, 57, 40, 33, 33, 39, 51, 66, 75, 70, 51, 27], 'name': 'Sunday'}]","{'lat': 1.3970822, 'lng': 103.8187543}","No.1,Thong Soon Ave, Singapore 787431",4.2,ChIJj8lQgFQR2jERBoFqB_ZCqGk,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Qi Ji,2,"Qi Ji 23 Serangoon Central, 3-10, Singapore 556083","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 27, 45, 45, 27, 27, 27, 27, 27, 27, 27, 27, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 36, 72, 72, 45, 27, 27, 45, 54, 54, 54, 100, 100, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 36, 45, 27, 18, 9, 18, 18, 18, 18, 27, 27, 18, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 27, 36, 45, 36, 36, 45, 54, 54, 45, 36, 36, 45, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 36, 54, 45, 36, 45, 54, 54, 45, 27, 27, 36, 27, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 27, 36, 54, 54, 54, 45, 27, 27, 36, 54, 45, 45, 0, 0], 'name': 'Sunday'}]","{'lat': 1.350643, 'lng': 103.8727205}","23 Serangoon Central, 3-10, Singapore 556083",3,ChIJk9T8u6YX2jEROOKC4oBuB1g,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Nanta BBQ,55,"Nanta BBQ 175 Thomson Road, #01-175, #01-177 Goldhill Centre, Singapore 307624","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 20, 28, 18, 0, 0, 0, 4, 30, 62, 45, 12, 1], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 34, 34, 14, 0, 0, 0, 18, 38, 39, 20, 6, 1], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 40, 41, 9, 0, 0, 1, 11, 39, 61, 39, 9, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 41, 98, 12, 0, 0, 1, 14, 61, 100, 64, 16, 1], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 17, 16, 0, 0, 25, 67, 100, 81, 37, 8, 1], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 18, 29, 18, 0, 0, 13, 37, 53, 41, 18, 4, 0], 'name': 'Sunday'}]","{'lat': 1.318329, 'lng': 103.8436574}","175 Thomson Road, #01-175, #01-177 Goldhill Centre, Singapore 307624",4.2,ChIJV34W7ecZ2jER_khbLcR0NSQ,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Seoul Restaurant,23,"Seoul Restaurant 1 Cuscaden Road, #03-02, The Regent Hotel, Singapore 249715","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 40, 8, 0, 0, 10, 34, 62, 58, 28, 8, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 56, 36, 0, 0, 12, 28, 48, 48, 30, 12, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 34, 12, 0, 0, 6, 20, 42, 52, 38, 16, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 28, 14, 0, 0, 12, 44, 90, 100, 62, 20, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 76, 42, 0, 0, 10, 30, 58, 70, 54, 26, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 54, 36, 0, 0, 8, 36, 58, 30, 4, 0, 0], 'name': 'Sunday'}]","{'lat': 1.304824, 'lng': 103.8249368}","1 Cuscaden Road, #03-02, The Regent Hotel, Singapore 249715",3.4,ChIJZ0QitIsZ2jERJOWLiSA7prY,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Harāru Izakaya,33,"Harāru Izakaya 16 Bussorah St, Singapore 199437","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 30, 30, 19, 8, 9, 29, 58, 65, 41, 15, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 38, 43, 29, 18, 30, 61, 90, 90, 61, 29, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 25, 20, 15, 13, 20, 48, 86, 93, 59, 22, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 25, 23, 16, 20, 44, 79, 100, 87, 52, 22, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 18, 23, 22, 20, 29, 47, 66, 72, 58, 34, 15], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 38, 47, 43, 41, 54, 69, 77, 70, 54, 34, 18], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 20, 27, 34, 41, 51, 58, 58, 48, 30, 15, 0], 'name': 'Sunday'}]","{'lat': 1.301211, 'lng': 103.859934}","16 Bussorah St, Singapore 199437",4.1,ChIJRazQGrEZ2jER8kNBOChox8U,"['restaurant', 'food', 'point_of_interest', 'establishment']"
FIV五,91,"FIV五 16 Collyer Quay, Singapore 049318","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 11, 10, 8, 11, 22, 38, 46, 42, 36, 31, 23], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 12, 13, 13, 16, 27, 45, 59, 62, 57, 48, 30], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 11, 9, 9, 17, 36, 57, 64, 58, 53, 46, 28], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 12, 12, 13, 18, 37, 67, 90, 90, 71, 50, 32], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 16, 15, 16, 26, 55, 89, 100, 83, 64, 53, 41], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 14, 25, 31, 24], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Sunday'}]","{'lat': 1.28422, 'lng': 103.8524508}","16 Collyer Quay, Singapore 049318",3.9,ChIJ20GHzA4Z2jERlv8OlQevNu8,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Lao Niu Restaurant 老牛饭馆（东北菜，北京火锅，熏肉大饼）,11,"Lao Niu Restaurant 老牛饭馆（东北菜，北京火锅，熏肉大饼） 21 Mosque St Singapore 059501 Mosque St, Singapore 059501","[{'data': [4, 4, 9, 9, 4, 4, 4, 4, 0, 0, 0, 4, 9, 19, 19, 14, 9, 9, 19, 33, 38, 33, 19, 9], 'name': 'Monday'}, {'data': [4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 19, 23, 14, 9, 4, 9, 19, 23, 28, 28, 19, 9], 'name': 'Wednesday'}, {'data': [14, 23, 19, 4, 4, 4, 4, 4, 0, 9, 9, 14, 19, 23, 19, 19, 19, 23, 28, 38, 42, 42, 42, 33], 'name': 'Thursday'}, {'data': [23, 19, 9, 9, 14, 4, 4, 9, 9, 14, 23, 28, 33, 38, 42, 42, 42, 42, 42, 61, 90, 100, 66, 28], 'name': 'Friday'}, {'data': [9, 9, 19, 19, 19, 14, 14, 14, 19, 19, 23, 28, 33, 38, 47, 52, 61, 71, 80, 85, 85, 85, 76, 66], 'name': 'Saturday'}, {'data': [57, 42, 33, 23, 14, 14, 14, 14, 14, 14, 19, 19, 28, 33, 42, 47, 47, 47, 57, 66, 66, 47, 23, 9], 'name': 'Sunday'}]","{'lat': 1.283692, 'lng': 103.84466}","21 Mosque St Singapore 059501 Mosque St, Singapore 059501",4.8,ChIJ9eb25AoY2jERgzuuw6fkuTU,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Pasir Panjang Food Centre,242,"Pasir Panjang Food Centre 121 Pasir Panjang Rd, Singapore 118543","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 66, 61, 36, 17, 17, 29, 45, 53, 48, 33, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 81, 67, 34, 16, 20, 39, 62, 76, 74, 56, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 88, 70, 33, 14, 21, 44, 71, 85, 76, 51, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 87, 73, 40, 19, 22, 43, 69, 83, 76, 52, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 85, 70, 34, 16, 24, 49, 79, 100, 98, 75, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 31, 31, 24, 18, 25, 48, 78, 99, 99, 76, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 11, 14, 16, 17, 23, 42, 75, 96, 78, 40, 0, 0], 'name': 'Sunday'}]","{'lat': 1.2759802, 'lng': 103.7913653}","121 Pasir Panjang Rd, Singapore 118543",4,ChIJp9iM8rsb2jERbTf8mzAFmjQ,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Paulaner Bräuhaus,128,"Paulaner Bräuhaus 9 Raffles Boulevard, #01-01 Millenia Walk, Singapore 039596","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10, 8, 0, 0, 0, 46, 67, 74, 64, 43, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 4, 0, 0, 0, 28, 41, 50, 50, 41, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 15, 10, 0, 0, 0, 24, 34, 42, 44, 37, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 12, 10, 0, 0, 0, 33, 52, 61, 65, 58, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 23, 19, 0, 0, 0, 58, 92, 100, 97, 96, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 67, 88, 94, 81, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 31, 48, 44, 0, 0, 0, 50, 61, 60, 48, 31, 0], 'name': 'Sunday'}]","{'lat': 1.2930856, 'lng': 103.8582883}","9 Raffles Boulevard, #01-01 Millenia Walk, Singapore 039596",4.1,ChIJCUEDxqgZ2jERLoWQ7ycLoQ8,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Hi Joyful,22,"Hi Joyful 27 Smith St, Singapore 058941","[{'data': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 10, 9, 7, 10, 18, 23, 22, 16, 9], 'name': 'Monday'}, {'data': [3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 14, 14, 12, 14, 21, 32, 41, 37, 25, 12], 'name': 'Tuesday'}, {'data': [4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 7, 5, 9, 24, 49, 64, 55, 29, 10], 'name': 'Wednesday'}, {'data': [2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 7, 2, 1, 14, 54, 82, 65, 40, 15], 'name': 'Thursday'}, {'data': [2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 9, 10, 20, 44, 78, 100, 88, 55, 23], 'name': 'Friday'}, {'data': [7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 20, 14, 10, 20, 41, 64, 71, 56, 31, 16], 'name': 'Saturday'}, {'data': [10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 25, 22, 17, 21, 38, 57, 56, 36, 15, 4], 'name': 'Sunday'}]","{'lat': 1.282239, 'lng': 103.844241}","27 Smith St, Singapore 058941",3.5,ChIJJ737KHMZ2jERBsgQmKJGWiI,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Shahi Maharani North Indian Restaurant,75,"Shahi Maharani North Indian Restaurant 252 North Bridge Road, #03-21B, Singapore 179103","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 65, 35, 0, 0, 0, 12, 32, 50, 44, 22, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 49, 37, 0, 0, 0, 27, 60, 69, 42, 13, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 100, 34, 0, 0, 0, 18, 48, 69, 53, 23, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 75, 44, 0, 0, 0, 22, 51, 65, 48, 20, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 100, 48, 0, 0, 0, 34, 53, 60, 48, 27, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 22, 20, 0, 0, 0, 9, 34, 72, 82, 51, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 72, 55, 0, 0, 0, 25, 46, 55, 42, 20, 0], 'name': 'Sunday'}]","{'lat': 1.2942645, 'lng': 103.8539056}","252 North Bridge Road, #03-21B, Singapore 179103",4.1,ChIJp4zYJ6QZ2jER9SRcNdNCCIo,"['restaurant', 'food', 'point_of_interest', 'establishment']"
